province,district,sub-district,unit_number,village,place,latitude,longitude
ลำปาง,เมืองปาน,หัวเมือง,4,4,วัดบ้านไร่ใต้,18.890421,99.53401
ลำปาง,เมืองปาน,หัวเมือง,5,5,อาคารอเนกประสงค์ประจำหมู่บ้าน,18.96366578,99.521461997
ลำปาง,เมืองปาน,หัวเมือง,6,6,ศาลาประชาคมประจำหมู่บ้าน,18.96366578,99.521461997
ลำปาง,เมืองปาน,หัวเมือง,7,7,ศาลาประชาคมหมู่บ้าน,18.96366578,99.521461997
ลำปาง,เมืองปาน,หัวเมือง,8,8,ศูนย์การเรียนรู้ชุมชนชาวไทยภูเขาแม่ฟ้าหลวง,18.96366578,99.521461997
ลำปาง,เมืองปาน,หัวเมือง,9,9,ศาลาประชาคมประจำหมู่บ้าน,18.96366578,99.521461997
ลำปาง,เมืองปาน,เมืองปาน,1,1,อาคารอเนกประสงค์โรงเรียนบ้านทุ่งโป่ง,18.765790504,99.517778763
ลำปาง,เมืองปาน,เมืองปาน,2,2,ศาลาวัดบ้านดอนแก้ว,18.765790504,99.517778763
ลำปาง,เมืองปาน,เมืองปาน,3,2,อาคารโรงเรียนบ้านดอนแก้ว,18.784733187,99.499536408
ลำปาง,เมืองปาน,เมืองปาน,4,3,อาคารอเนกประสงค์บ้านหล่ายทุ่ง,18.765790504,99.517778763
ลำปาง,เมืองปาน,เมืองปาน,5,4,ศาลาวัดบ้านแพะ,18.765790504,99.517778763
ลำปาง,เมืองปาน,เมืองปาน,6,4,โรงเรียนบ้านแพะ,18.764500013,99.511589993
ลำปาง,เมืองปาน,เมืองปาน,7,4,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.765790504,99.517778763
ลำปาง,เมืองปาน,เมืองปาน,8,5,ศาลาวัดดอนไชย,18.765790504,99.517778763
ลำปาง,เมืองปาน,เมืองปาน,9,6,ศาลา SML วัดสบปาน,18.765790504,99.517778763
ลำปาง,เมืองปาน,เมืองปาน,10,7,ศาลาวัดน้ำโจ้,18.765790504,99.517778763
ลำปาง,เมืองปาน,เมืองปาน,11,9,ศาลาวัดหลวงเมืองปาน,18.762775065,99.500650973
ลำปาง,เมืองปาน,แจ้ซ้อน,1,1,โรงเรียนบ้านแม่แจ๋ม,18.919003054,99.423898062
ลำปาง,เมืองปาน,แจ้ซ้อน,2,2,ศาลาหอประชุมหมู่บ้าน,18.798822998,99.511462596
ลำปาง,เมืองปาน,แจ้ซ้อน,3,3,ศาลาประชาคมบ้านดินดำ,18.798822998,99.511462596
ลำปาง,เมืองปาน,แจ้ซ้อน,4,4,ศาลาวัดบ้านทุ่ง,18.798822998,99.511462596
ลำปาง,เมืองปาน,แจ้ซ้อน,5,5,หอประชุมหมู่บ้าน,18.798822998,99.511462596
ลำปาง,เมืองปาน,แจ้ซ้อน,6,6,ศาลาวัดบ้านสบลี,18.798822998,99.511462596
ลำปาง,เมืองปาน,แจ้ซ้อน,7,7,ศาลาอเนกประสงค์หมู่บ้าน,18.798822998,99.511462596
ลำปาง,เมืองปาน,แจ้ซ้อน,8,8,โรงเรียนบ้านใหม่พัฒนา,18.85301452,99.502710029
ลำปาง,เมืองปาน,แจ้ซ้อน,9,9,ศาลาประชาคมบ้านข่วงกอม,18.798822998,99.511462596
ลำปาง,เมืองปาน,แจ้ซ้อน,10,10,ศาลาวัดปางต้นหนุน,18.798822998,99.511462596
ลำปาง,เมืองปาน,แจ้ซ้อน,11,11,ศาลาประชาคมบ้านแจ้ซ้อนเหนือ,18.798822998,99.511462596
ลำปาง,เมืองปาน,แจ้ซ้อน,12,11,หอประชุมโรงเรียนแจ้ซ้อนวิทยา,18.818339047,99.503774527
ลำปาง,เมืองปาน,แจ้ซ้อน,13,12,ศาลาหน้าวัดศรีหลวงแจ้ซ้อน,18.808700857,99.503359055
ลำปาง,เมืองปาน,แจ้ซ้อน,14,14,อาคารสหกรณ์การเกษตรบ้านปางม่วง,18.798822998,99.511462596
ลำปาง,เมืองปาน,แจ้ซ้อน,15,14,โบสถ์แม่แวน,18.798822998,99.511462596
ลำปาง,เมืองลำปาง,บ้านเสด็จ,1,1,ศาลาอเนกประสงค์บ้านทรายมูล 1,18.431765687853,99.626114601095
ลำปาง,เมืองลำปาง,บ้านเสด็จ,2,2,โรงเรียนบ้านจำค่า,18.421201454,99.659604157
ลำปาง,เมืองลำปาง,บ้านเสด็จ,3,3,อาคารอเนกประสงค์ประจำหมู่บ้าน,18.390209472,99.618664956
ลำปาง,เมืองลำปาง,บ้านเสด็จ,4,3,รพ.สต.บ้านทรายทอง,18.399503,99.610138
ลำปาง,เมืองลำปาง,บ้านเสด็จ,5,4,วัดปงอ้อม,18.396303,99.60802
ลำปาง,เมืองลำปาง,บ้านเสด็จ,6,5,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.390209472,99.618664956
ลำปาง,เมืองลำปาง,บ้านเสด็จ,7,6,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.390209472,99.618664956
ลำปาง,เมืองลำปาง,บ้านเสด็จ,8,7,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.390209472,99.618664956
ลำปาง,เมืองลำปาง,บ้านเสด็จ,9,8,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.390209472,99.618664956
ลำปาง,เมืองลำปาง,บ้านเสด็จ,10,9,ศาลาอเนกประสงค์ SML,18.390209472,99.618664956
ลำปาง,เมืองลำปาง,บ้านเสด็จ,11,10,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.390209472,99.618664956
ลำปาง,เมืองลำปาง,บ้านเสด็จ,12,10,ศาลาอเนกประสงค์วัดทรายเหนือ,18.390209472,99.618664956
ลำปาง,เมืองลำปาง,บ้านเสด็จ,13,11,โรงเรียนวัดเสด็จ,18.388821053,99.595318625
ลำปาง,เมืองลำปาง,บ้านเสด็จ,14,12,ศาลาประชาคม,18.390209472,99.618664956
ลำปาง,เมืองลำปาง,บ้านเสด็จ,15,13,วัดทรายมูล,18.432188,99.623192
ลำปาง,เมืองลำปาง,บ้านเสด็จ,16,14,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.390209472,99.618664956
ลำปาง,เมืองลำปาง,บ้านเสด็จ,17,15,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.390209472,99.618664956
ลำปาง,เมืองลำปาง,บ้านเสด็จ,18,16,สำนักสงฆ์ห้วยเดื่อ,18.417358493,99.648218553
ลำปาง,เมืองลำปาง,บ้านเสด็จ,19,17,วัดพระธาตุเสด็จ (ศาลาด้านใต้),18.390148097,99.594737656
ลำปาง,เมืองลำปาง,บ้านแลง,1,1,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.506435123,99.647794706
ลำปาง,เมืองลำปาง,บ้านแลง,2,2,ศาลาอเนกประสงค์ประจำหมู่บ้านบ้านสบมาย,18.506435123,99.647794706
ลำปาง,เมืองลำปาง,บ้านแลง,3,3,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.506435123,99.647794706
ลำปาง,เมืองลำปาง,บ้านแลง,4,4,ศาลาวัดแม่อาง,18.506435123,99.647794706
ลำปาง,เมืองลำปาง,บ้านแลง,5,5,ศาลาอเนกประสงค์โรงเรียนบ้านดง (เดิม),18.506435123,99.647794706
ลำปาง,เมืองลำปาง,บ้านแลง,6,6,ศาลาอเนกประสงค์วัดแตะพุทธราม,18.506435123,99.647794706
ลำปาง,เมืองลำปาง,บ้านแลง,7,7,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.506435123,99.647794706
ลำปาง,เมืองลำปาง,บ้านแลง,8,8,ศาลาอเนกประสงค์บ้านแม่อางน้ำล้อม,18.506435123,99.647794706
ลำปาง,เมืองลำปาง,บ้านแลง,9,9,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.506435123,99.647794706
ลำปาง,เมืองลำปาง,บ้านแลง,10,10,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.506435123,99.647794706
ลำปาง,เมืองลำปาง,บ้านแลง,11,11,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.506435123,99.647794706
ลำปาง,เมืองลำปาง,บ้านแลง,12,12,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.506435123,99.647794706
ลำปาง,แจ้ห่ม,ทุ่งผึ้ง,1,1,หอประชุมหน้าวัดทุ่งฮ้าง,18.925834093,99.661382603
ลำปาง,แจ้ห่ม,ทุ่งผึ้ง,2,2,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.925834093,99.661382603
ลำปาง,แจ้ห่ม,ทุ่งผึ้ง,3,3,ศาลาตลาดสด SML,18.925834093,99.661382603
ลำปาง,แจ้ห่ม,ทุ่งผึ้ง,4,4,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.925834093,99.661382603
ลำปาง,แจ้ห่ม,ทุ่งผึ้ง,5,5,ห้องประชุมโรงเรียนบ้านช่อฟ้า,18.864475042,99.730582654
ลำปาง,แจ้ห่ม,ทุ่งผึ้ง,6,6,ศาลาการเปรียญวัดแจ้คอน,18.925834093,99.661382603
ลำปาง,แจ้ห่ม,ทุ่งผึ้ง,7,7,ศาลาอเนกประสงค์บ้านใหม่สามัคคี,18.925834093,99.661382603
ลำปาง,แจ้ห่ม,ทุ่งผึ้ง,8,8,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.925834093,99.661382603
ลำปาง,แจ้ห่ม,บ้านสา,1,1,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.628875994,99.540406395
ลำปาง,แจ้ห่ม,บ้านสา,2,2,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.628875994,99.540406395
ลำปาง,แจ้ห่ม,บ้านสา,3,3,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.628875994,99.540406395
ลำปาง,แจ้ห่ม,บ้านสา,4,4,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.628875994,99.540406395
ลำปาง,แจ้ห่ม,บ้านสา,5,5,อาคารอเนกประสงค์ประจำหมู่บ้าน,18.628875994,99.540406395
ลำปาง,แจ้ห่ม,บ้านสา,6,6,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.628875994,99.540406395
ลำปาง,แจ้ห่ม,บ้านสา,7,7,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.628875994,99.540406395
ลำปาง,แจ้ห่ม,บ้านสา,8,8,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.628875994,99.540406395
ลำปาง,แจ้ห่ม,บ้านสา,9,9,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.628875994,99.540406395
ลำปาง,แจ้ห่ม,บ้านสา,10,10,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.628875994,99.540406395
ลำปาง,แจ้ห่ม,ปงดอน,1,1,โรงอาหารโรงเรียนบ้านแม่ตา,18.756347115,99.616866369
ลำปาง,แจ้ห่ม,ปงดอน,2,1,ใต้อาคารเรียนโรงเรียนบ้านแม่ตา,18.744585145,99.606309501
ลำปาง,แจ้ห่ม,ปงดอน,3,2,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.744585145,99.606309501
ลำปาง,แจ้ห่ม,ปงดอน,4,3,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.744585145,99.606309501
ลำปาง,แจ้ห่ม,ปงดอน,5,4,โรงอาหารโรงเรียนบ้านเปียงใจ,18.815158828,99.742683904
ลำปาง,แจ้ห่ม,ปงดอน,6,5,อาคารอเนกประสงค์โรงเรียนบ้านแม่ตาสามัคคี,18.744585145,99.606309501
ลำปาง,แจ้ห่ม,ปงดอน,7,6,อาคารอเนกประสงค์โรงเรียนบ้านแม่ตาใน,18.744585145,99.606309501
ลำปาง,แจ้ห่ม,ปงดอน,8,7,อาคารอเนกประสงค์โรงเรียนบ้านปงดอน,18.744585145,99.606309501
ลำปาง,แจ้ห่ม,ปงดอน,9,8,อาคารอเนกประสงค์บ้านเลาสู,18.744585145,99.606309501
ลำปาง,แจ้ห่ม,วิเชตนคร,1,1,ศาลาประชาคมบ้านใหม่สวนดอกคำ,18.704542857,99.557743972
ลำปาง,แจ้ห่ม,วิเชตนคร,2,2,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.704542857,99.557743972
ลำปาง,แจ้ห่ม,วิเชตนคร,3,3,อาคารอเนกประสงค์โรงเรียนบ้านใหม่ผ้าขาว,18.704542857,99.557743972
ลำปาง,แจ้ห่ม,วิเชตนคร,4,4,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.704542857,99.557743972
ลำปาง,แจ้ห่ม,วิเชตนคร,5,5,ศาลาประชาคมบ้านสันมะเกลือ,18.704542857,99.557743972
ลำปาง,แจ้ห่ม,วิเชตนคร,6,6,ศาลาประชาคมบ้านสันกลาง,18.704542857,99.557743972
ลำปาง,แจ้ห่ม,วิเชตนคร,7,7,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.704542857,99.557743972
ลำปาง,แจ้ห่ม,วิเชตนคร,8,8,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.704542857,99.557743972
ลำปาง,แจ้ห่ม,วิเชตนคร,9,8,โรงเรียนบ้านใหม่เหล่ายาว,18.727587243,99.561456984
ลำปาง,แจ้ห่ม,วิเชตนคร,10,9,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.704542857,99.557743972
ลำปาง,แจ้ห่ม,วิเชตนคร,11,10,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.704542857,99.557743972
ลำปาง,แจ้ห่ม,วิเชตนคร,12,11,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.704542857,99.557743972
ลำปาง,แจ้ห่ม,เมืองมาย,1,1,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.611984268,99.626124143
ลำปาง,แจ้ห่ม,เมืองมาย,2,2,อาคารอเนกประสงค์โรงเรียนบ้านนาไหม้,18.611984268,99.626124143
ลำปาง,แจ้ห่ม,เมืองมาย,3,3,อาคารอเนกประสงค์โรงเรียนบ้านนางาม,18.611984268,99.626124143
ลำปาง,แจ้ห่ม,เมืองมาย,4,3,ศูนย์การเรียนรู้ชุมชนชาวไทยภูเขาแม่ฟ้าหลวง (บ้านแม่ก๋า),18.611984268,99.626124143
ลำปาง,แจ้ห่ม,เมืองมาย,5,4,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.611984268,99.626124143
ลำปาง,แจ้ห่ม,เมืองมาย,6,5,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.611984268,99.626124143
ลำปาง,แจ้ห่ม,เมืองมาย,7,6,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.611984268,99.626124143
ลำปาง,แจ้ห่ม,แจ้ห่ม(นอกเขต),1,3,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.712707473,99.557374871
ลำปาง,แจ้ห่ม,แจ้ห่ม(นอกเขต),2,4,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.712707473,99.557374871
ลำปาง,แจ้ห่ม,แจ้ห่ม(นอกเขต),3,5,ศาลาการเปรียญวัดกู่คำน้อย ศาลาที่ 1,18.712707473,99.557374871
ลำปาง,แจ้ห่ม,แจ้ห่ม(นอกเขต),4,5,ศาลาการเปรียญวัดกู่คำน้อย ศาลาที่ 2,18.712707473,99.557374871
ลำปาง,แจ้ห่ม,แจ้ห่ม(นอกเขต),5,6,ศูนย์เรียนรู้ชุมชนบ้านม่วง,18.712707473,99.557374871
ลำปาง,แจ้ห่ม,แจ้ห่ม(นอกเขต),6,7,ศาลา SML ประจำหมู่บ้าน,18.712707473,99.557374871
ลำปาง,แจ้ห่ม,แจ้ห่ม(นอกเขต),7,10,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.712707473,99.557374871
ลำปาง,แจ้ห่ม,แจ้ห่ม(นอกเขต),8,11,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.712707473,99.557374871
ลำปาง,แจ้ห่ม,แจ้ห่ม(ในเขต),1,1,หอประชุมเทศบาลตำบลแจ้ห่ม,18.712707473,99.557374871
ลำปาง,แจ้ห่ม,แจ้ห่ม(ในเขต),2,1,ศาลาวัดศรีหลวง,18.712707473,99.557374871
ลำปาง,แจ้ห่ม,แจ้ห่ม(ในเขต),3,2,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.712707473,99.557374871
ลำปาง,แจ้ห่ม,แจ้ห่ม(ในเขต),4,3,วัดเชียงหมั้น,18.700229303,99.574078929
ลำปาง,แจ้ห่ม,แจ้ห่ม(ในเขต),5,8,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.712707473,99.557374871
ลำปาง,แจ้ห่ม,แจ้ห่ม(ในเขต),6,9,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.712707473,99.557374871
ลำปาง,แจ้ห่ม,แม่สุก,1,1,ศาลา SML บ้านแม่สุก,18.784860023,99.576933728
ลำปาง,แจ้ห่ม,แม่สุก,2,2,ศาลา SML บ้านหนองกอก,18.784860023,99.576933728
ลำปาง,แจ้ห่ม,แม่สุก,3,3,ศาลา SML บ้านศรีบุญเรือง,18.784860023,99.576933728
ลำปาง,แจ้ห่ม,แม่สุก,4,4,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.784860023,99.576933728
ลำปาง,แจ้ห่ม,แม่สุก,5,5,หอประชุมโรงเรียนเก่า,18.784860023,99.576933728
ลำปาง,แจ้ห่ม,แม่สุก,6,6,ศาลา SML บ้านใหม่สามัคคี,18.784860023,99.576933728
ลำปาง,แจ้ห่ม,แม่สุก,7,7,อาคารอเนกประสงค์ประจำหมู่บ้าน,18.784860023,99.576933728
ลำปาง,แจ้ห่ม,แม่สุก,8,8,ศาลา SML บ้านผาช่อ,18.784860023,99.576933728
ลำปาง,แจ้ห่ม,แม่สุก,9,9,ศาลาประชาร่วมใจบ้านสบสุก,18.784860023,99.576933728
ลำปาง,แจ้ห่ม,แม่สุก,10,10,หอประชุมโรงเรียนทุ่งคาวิทยา,18.803750775,99.576449194
ลำปาง,แจ้ห่ม,แม่สุก,11,11,อาคารเรียนโรงเรียนบ้านศรีบุญเรือง,18.822992558,99.57759376
ลำปาง,แจ้ห่ม,แม่สุก,12,12,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.784860023,99.576933728
